index,NOME ÓRGÃO SUPERIOR,VALOR TRANSAÇÃO
21,Presidência da República,21724871.25
9,Ministério da Justiça e Segurança Pública,19341150.15
6,Ministério da Economia,11353949.6
7,Ministério da Educação,5598141.67
5,Ministério da Defesa,4400302.67
3,"Ministério da Agricultura, Pecuária e Abastec",2542231.02
17,Ministério do Meio Ambiente,1736369.48
12,Ministério da Saúde,1610591.54
18,Ministério do Trabalho,840886.71
16,Ministério do Desenvolvimento Regional,651588.44
